Ref_Volt,Ref_Amp,Ref_Watt,Target_Volt,Target_Amp,Target_Watt
225.2,5.072,1142.214,225.6,5.08,1144.6
225.2,5.076,1143.115,225.6,5.078,1143.6
224.79,5.076,1141.034,225.6,5.068,1141.6
224.79,5.074,1140.584,225.6,5.078,1141.6
224.79,5.074,1140.584,225.2,5.078,1143.6
224.93,5.074,1141.295,225.2,5.078,1140.6
224.93,5.073,1141.07,225.6,5.068,1141.6
224.83,5.073,1140.563,225.2,5.073,1139.6
224.83,5.073,1140.563,223.9,5.047,1129.5
224.83,5.046,1134.492,223.9,5.052,1130.5
223.98,5.046,1130.203,224.3,5.078,1143.6
223.98,5.046,1130.203,225.6,5.073,1141.6
223.98,5.073,1136.251,225.6,5.073,1143.6
225.13,5.073,1142.084,226.0,5.078,1145.7
225.13,5.081,1143.886,226.0,5.083,1145.7
225.39,5.081,1145.207,226.0,5.083,1146.7
225.39,5.081,1145.207,226.0,5.08,1143.6
225.39,5.075,1143.854,225.6,5.083,1145.7
225.26,5.075,1143.194,225.6,5.076,1143.6
225.26,5.071,1142.293,225.6,5.076,1141.6
225.26,5.071,1142.293,225.6,5.071,1143.6
225.08,5.071,1141.381,225.6,5.073,1144.6
225.08,5.076,1142.506,225.6,5.083,1145.7
225.33,5.076,1143.775,225.6,5.085,1145.7
225.33,5.076,1143.775,225.6,5.083,1145.7
225.33,5.076,1143.775,226.4,5.083,1145.7
225.33,5.076,1143.775,225.6,5.083,1144.6
225.33,5.076,1143.775,225.6,5.08,1146.7
225.33,5.079,1144.451,225.6,5.083,1144.6
225.27,5.079,1144.146,225.6,5.083,1144.6
225.27,5.077,1143.696,226.0,5.083,1144.6
225.27,5.077,1143.696,226.0,5.08,1144.6
