Ref_Volt,Ref_Amp,Ref_Watt,Target_Volt,Target_Amp,Target_Watt
229.84,3.663,841.904,229.5,3.663,840.6
229.84,3.668,843.053,229.1,3.668,841.7
229.99,3.668,843.603,229.1,3.669,842.3
229.99,3.668,843.603,229.5,3.669,842.3
229.99,3.67,844.063,229.5,3.669,839.0
229.58,3.67,842.559,229.1,3.665,840.1
229.58,3.67,842.559,229.5,3.672,842.3
229.58,3.67,842.559,229.5,3.668,841.7
229.88,3.67,843.66,229.5,3.672,842.8
229.88,3.672,844.119,229.5,3.668,841.7
229.88,3.672,844.119,229.9,3.668,841.2
229.78,3.672,843.752,229.5,3.668,844.0
229.78,3.673,843.982,229.5,3.67,842.8
230.02,3.673,844.863,229.5,3.673,842.8
