Ref_Volt,Target_Volt,Ref_Amp,Target_Amp,Ref_Watt,Target_Watt
0.0,0.0,0.0,0.0,66.0,66.0
0.0,0.0,0.0,0.0,66.0,66.0
0.0,0.0,0.0,0.0,100.0,66.0
