Ref_Volt,Ref_Amp,Ref_Watt,Target_Volt,Target_Amp,Target_Watt
225.43,5.08,1145.184,225.4,5.083,1145.7
225.43,5.076,1144.283,225.4,5.078,1144.6
225.38,5.076,1144.029,225.0,5.078,1146.7
225.38,5.076,1144.029,225.0,5.083,1145.7
225.38,5.079,1144.705,225.0,5.08,1144.6
225.03,5.079,1142.927,225.0,5.08,1142.6
225.03,5.076,1142.252,225.0,5.08,1144.6
225.03,5.076,1142.252,225.0,5.08,1144.6
225.13,5.076,1142.76,224.6,5.083,1144.6
225.13,5.081,1143.886,225.4,5.083,1145.7
225.36,5.081,1145.054,225.8,5.088,1146.7
225.36,5.081,1145.054,225.0,5.078,1143.6
225.36,5.075,1143.702,225.0,5.083,1143.6
225.0,5.075,1141.875,225.0,5.078,1143.6
225.0,5.075,1141.875,225.0,5.078,1143.6
225.0,5.077,1142.325,225.0,5.078,1143.6
225.08,5.077,1142.731,224.6,5.076,1142.6
225.08,5.074,1142.056,224.6,5.076,1144.6
225.08,5.074,1142.056,224.6,5.085,1144.6
225.23,5.074,1142.817,225.0,5.083,1146.7
225.23,5.08,1144.168,225.0,5.059,1134.5
224.32,5.08,1139.546,224.2,5.059,1135.5
224.32,5.08,1139.546,224.2,5.064,1143.6
224.32,5.076,1138.648,225.0,5.085,1142.6
225.03,5.076,1142.252,225.0,5.076,1143.6
225.03,5.075,1142.027,225.0,5.08,1143.6
225.03,5.075,1142.027,224.6,5.073,1140.6
224.71,5.075,1140.403,224.2,5.073,1143.6
224.71,5.075,1140.403,225.0,5.078,1143.6
225.07,5.075,1142.23,225.0,5.078,1142.6
225.07,5.075,1142.23,224.6,5.08,1144.6
225.07,5.076,1142.455,224.6,5.08,1146.7
