Ref_Volt,Target_Volt,Ref_Amp,Target_Amp,Ref_Watt,Target_Watt
0.0,0.0,0.0,0.0,66.23,55.11
0.0,0.0,0.0,0.0,66.23,55.78
0.0,0.0,0.0,0.0,66.12,66.25
