Ref_Volt,Ref_Amp,Ref_Watt,Target_Volt,Target_Amp,Target_Watt
225.4,3.597,815.98,225.9,3.604,816.6
225.8,3.605,817.48,225.9,3.605,817.2
226.6,3.613,820.68,226.3,3.616,819.8
226.2,3.613,819.08,226.3,3.619,817.7
226.2,3.612,819.58,226.3,3.616,818.2
226.2,3.614,819.08,226.3,3.615,817.7
225.8,3.611,819.08,226.3,3.615,818.7
225.8,3.613,819.08,225.9,3.615,818.7
226.2,3.617,820.08,225.9,3.619,819.8
226.2,3.616,821.18,226.3,3.621,820.8
226.6,3.619,822.78,226.7,3.623,820.8
225.4,3.613,814.38,225.5,3.605,815.1
225.4,3.603,815.98,225.5,3.609,815.1
225.4,3.608,815.98,225.5,3.61,815.1
225.4,3.607,815.98,225.9,3.61,815.1
225.8,3.607,816.98,225.9,3.612,816.6
225.8,3.607,815.98,225.5,3.612,815.1
225.4,3.606,817.48,225.9,3.61,815.1
225.4,3.606,825.88,227.1,3.631,825.0
227.0,3.626,825.88,227.5,3.631,825.6
227.0,3.629,827.48,227.1,3.633,825.6
227.4,3.628,826.98,227.1,3.634,825.6
228.7,3.655,837.78,228.7,3.658,837.5
228.7,3.65,838.28,229.2,3.655,837.5
228.7,3.65,838.88,229.2,3.656,838.0
228.7,3.657,841.08,229.2,3.663,839.7
229.1,3.659,841.58,230.4,3.663,845.2
229.5,3.667,844.98,230.4,3.674,844.1
229.9,3.664,845.48,229.6,3.67,845.2
229.9,3.668,847.18,230.0,3.673,845.8
229.9,3.665,846.58,230.0,3.674,846.3
229.9,3.671,846.58,230.4,3.674,846.3
