Ref_Volt,Ref_Amp,Ref_Watt,Target_Volt,Target_Amp,Target_Watt
227.4,0.265,62.26,227.9,0.27,61.5
227.4,0.265,62.36,227.9,0.269,61.6
227.4,0.265,62.16,227.9,0.269,61.6
227.4,0.266,62.36,227.9,0.269,61.4
227.4,0.266,62.06,227.9,0.27,61.4
227.4,0.266,61.96,227.9,0.27,61.5
227.4,0.265,62.16,227.9,0.27,61.5
227.9,0.265,62.36,227.9,0.27,61.5
227.9,0.265,62.66,227.9,0.27,61.4
227.9,0.266,62.16,227.9,0.27,61.7
227.9,0.266,62.26,227.1,0.27,61.3
227.9,0.265,62.36,227.1,0.27,61.2
227.4,0.265,62.36,227.1,0.27,61.6
227.4,0.265,61.96,227.5,0.27,61.5
227.4,0.265,62.26,227.5,0.27,61.2
227.0,0.265,61.96,227.5,0.269,61.1
227.0,0.265,62.26,227.5,0.269,61.3
227.0,0.265,62.26,227.5,0.27,61.5
227.0,0.265,62.06,227.5,0.27,61.1
227.0,0.266,62.06,227.5,0.27,61.2
227.0,0.266,62.16,227.5,0.269,61.2
227.0,0.266,62.06,227.1,0.269,61.1
227.0,0.265,62.06,227.1,0.269,61.4
227.0,0.265,61.86,227.1,0.27,61.2
227.0,0.265,61.96,227.5,0.27,61.2
227.0,0.265,62.26,227.5,0.269,61.2
227.4,0.265,61.86,227.9,0.269,61.2
227.4,0.265,62.06,227.9,0.269,61.5
227.4,0.265,62.06,227.9,0.27,61.5
227.0,0.265,61.76,227.5,0.27,61.3
227.0,0.265,61.86,227.5,0.27,61.4
227.4,0.265,62.36,227.5,0.27,61.1
