Ref_Volt,Ref_Amp,Ref_Watt,Target_Volt,Target_Amp,Target_Watt
224.2,8.37,1873.9,223.9,8.471,1872.1
224.2,8.344,1868.4,223.5,8.458,1866.6
223.8,8.344,1868.4,223.5,8.452,1866.6
223.8,8.344,1868.4,223.9,8.452,1861.2
223.4,8.338,1860.3,223.5,8.425,1853.1
222.6,8.318,1857.6,223.1,8.425,1855.8
223.0,8.325,1857.6,223.1,8.432,1858.5
222.6,8.318,1855.0,223.1,8.432,1855.8
223.4,8.318,1863.0,223.9,8.432,1863.9
223.0,8.338,1863.0,223.5,8.452,1863.9
223.4,8.325,1863.0,223.5,8.452,1858.5
223.4,8.331,1863.0,223.5,8.445,1861.2
223.4,8.331,1865.7,223.5,8.445,1863.9
223.4,8.338,1865.7,223.9,8.452,1866.6
223.4,8.331,1863.0,223.9,8.452,1863.9
223.4,8.338,1863.0,223.9,8.452,1861.2
223.4,8.331,1847.0,223.1,8.445,1847.8
222.6,8.338,1865.7,222.7,8.452,1863.9
223.4,8.325,1863.0,223.5,8.438,1863.9
223.4,8.331,1865.7,223.5,8.452,1863.9
223.4,8.331,1863.0,223.5,8.452,1861.2
223.4,8.318,1865.7,223.9,8.445,1861.2
223.0,8.331,1863.0,223.5,8.438,1861.2
223.4,8.338,1868.4,223.9,8.452,1866.6
223.8,8.344,1868.4,223.9,8.458,1866.6
223.8,8.338,1868.4,223.9,8.458,1866.6
223.8,8.331,1871.2,223.9,8.458,1869.4
223.8,8.344,1871.2,223.9,8.458,1872.1
223.8,8.351,1871.2,224.3,8.465,1872.1
223.4,8.351,1865.7,223.5,8.465,1863.9
223.8,8.338,1868.4,223.9,8.465,1869.4
224.2,8.344,1876.6,224.3,8.465,1874.8
