Ref_Volt,Ref_Amp,Ref_Watt,Target_Volt,Target_Amp,Target_Watt
226.9,0.26820000000000005,62.440000000000005,453.7,0.534,63.5
226.9,0.26820000000000005,62.54,454.6,0.534,63.1
226.9,0.26920000000000005,62.64,454.6,0.533,63.1
226.9,0.26920000000000005,62.64,455.4,0.534,63.0
226.9,0.26820000000000005,62.64,455.4,0.533,63.2
226.9,0.26820000000000005,62.64,455.4,0.534,63.2
226.9,0.26720000000000005,62.940000000000005,454.6,0.533,63.1
226.9,0.26720000000000005,62.440000000000005,455.4,0.533,62.9
226.5,0.26820000000000005,62.14,454.6,0.533,63.2
226.9,0.26820000000000005,62.54,453.7,0.531,63.0
226.1,0.26920000000000005,62.440000000000005,453.7,0.533,63.0
226.1,0.26820000000000005,62.54,454.6,0.535,63.3
226.9,0.26820000000000005,62.440000000000005,454.6,0.532,63.3
226.5,0.26820000000000005,62.54,454.6,0.533,63.2
226.5,0.26720000000000005,62.24,454.6,0.533,63.3
