Ref_Volt,Ref_Amp,Ref_Watt,Target_Volt,Target_Amp,Target_Watt
224.98,3.593,808.353,225.5,3.601,809.0
224.9,3.593,808.066,225.5,3.604,811.5
224.85,3.602,809.91,225.9,3.605,811.0
224.85,3.605,810.584,226.3,3.604,811.0
224.62,3.605,809.755,225.5,3.609,813.1
225.09,3.605,811.449,225.9,3.61,813.1
225.06,3.604,811.116,225.9,3.609,812.0
225.06,3.607,811.791,225.9,3.612,813.1
225.27,3.608,812.774,225.9,3.613,810.5
225.38,3.608,813.171,225.9,3.608,811.5
225.08,3.604,811.188,225.9,3.605,812.6
225.08,3.608,812.089,225.9,3.61,814.1
225.08,3.607,811.864,225.9,3.609,812.0
225.21,3.607,812.332,226.7,3.612,814.1
225.35,3.611,813.739,225.9,3.609,813.6
225.35,3.609,813.288,225.9,3.609,812.6
225.25,3.607,812.477,225.9,3.609,804.9
225.09,3.588,807.623,224.3,3.593,802.8
223.72,3.588,802.707,224.7,3.59,803.9
224.02,3.588,803.784,224.7,3.596,804.9
224.02,3.59,804.232,224.3,3.588,802.3
223.68,3.581,800.998,223.9,3.586,801.8
223.54,3.581,800.497,224.3,3.584,801.8
223.46,3.583,800.657,224.7,3.587,800.3
223.46,3.581,800.21,224.3,3.585,801.3
223.65,3.581,800.891,223.9,3.584,799.3
223.39,3.581,799.96,223.5,3.582,797.8
223.2,3.58,799.056,223.5,3.579,798.3
223.2,3.578,798.61,223.5,3.58,798.3
222.89,3.576,797.055,223.9,3.584,799.3
223.46,3.576,799.093,223.9,3.581,800.8
223.37,3.585,800.781,223.5,3.582,797.8
