Ref_Volt,Ref_Amp,Ref_Watt,Target_Volt,Target_Amp,Target_Watt
227.4,0.264,62.12,227.9,0.27,61.4
227.4,0.263,61.92,227.5,0.27,61.6
227.9,0.262,62.12,227.5,0.27,61.4
227.9,0.265,62.32,227.9,0.269,61.5
227.4,0.265,62.02,227.5,0.27,61.6
227.4,0.263,62.02,227.9,0.27,61.2
227.4,0.264,62.02,227.9,0.269,61.3
227.4,0.265,62.12,227.9,0.269,61.1
227.4,0.263,62.12,227.5,0.27,61.2
227.4,0.264,61.62,227.5,0.27,61.2
227.4,0.264,62.42,227.5,0.27,61.5
227.4,0.264,62.12,227.5,0.269,61.1
227.4,0.264,62.12,227.9,0.269,61.6
227.4,0.265,62.12,227.5,0.27,61.5
227.9,0.266,62.12,227.9,0.269,61.5
227.9,0.263,62.02,227.9,0.27,61.7
227.4,0.264,62.12,227.5,0.27,61.6
227.9,0.265,62.42,227.9,0.27,61.9
227.9,0.264,62.32,227.9,0.27,61.7
228.3,0.264,62.32,227.9,0.271,61.5
227.9,0.265,62.52,227.9,0.271,61.8
228.3,0.264,62.22,228.3,0.27,61.6
227.9,0.264,62.22,228.3,0.27,61.7
227.9,0.264,62.22,228.3,0.27,61.7
227.9,0.264,62.32,228.3,0.27,61.7
228.3,0.264,62.52,228.3,0.27,61.8
227.9,0.264,62.72,228.3,0.271,62.0
227.4,0.265,62.12,228.3,0.269,61.2
227.4,0.264,62.02,227.9,0.27,61.4
227.4,0.264,62.12,227.9,0.27,61.2
227.4,0.264,62.02,227.5,0.269,61.0
227.0,0.264,62.22,227.1,0.269,61.4
